rxn_code_nodirection,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence,num_genes_associated_with_rxn
FAOXC163C164Gm,fatty acid beta oxidation(C16:3-->C16:4)gm,Fatty acid oxidation,6997,,ACADVL,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * 4,7,10-hexadecatrienoylcoa [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 2,4,7,10-hexadecatetraenoylcoa [m]
ACADVL",4.0,1
FAOXC163GC142m,fatty acid beta oxidation(C16:3-->C14:2)gm,Fatty acid oxidation,6999,,HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 2,7,10-hexadecatrienoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * 5,8-tetradecadienoylcoa [m]
HADHA; HADHB",4.0,2
FAOXC163Gm,isomerization(C16:3)gm,Fatty acid oxidation,7000,,ECI1,"1.00 * 3,7,10-hexadecatrienoylcoa [m] --> 1.00 * 2,7,10-hexadecatrienoylcoa [m]
ECI1",4.0,1
FAOXC164C143m,fatty acid beta oxidation(C16:4-->C14:3)m,Fatty acid oxidation,7002,,HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 2,7,10,13-hexadecatetraenoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * 5,8,11-tetradecatrienoylcoa [m]
HADHA; HADHB",4.0,2
FAOXC164C165m,fatty acid beta oxidation(C16:4-->C16:5)m,Fatty acid oxidation,7005,,ACADVL,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * 4,7,10,13-hexadecatetraenoylcoa [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 2,4,7,10,13-hexadecapentenoylcoa [m]
ACADVL",4.0,1
FAOXC164GC163m,fatty acid beta oxidation(C16:4-->C16:3)gm,Fatty acid oxidation,7007,,DECR1,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 2,4,7,10-hexadecatetraenoylcoa [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3,7,10-hexadecatrienoylcoa [m]
DECR1",4.0,1
FAOXC164m,isomerization(C16:4)m,Fatty acid oxidation,7008,,ECI1,"1.00 * 3,7,10,13-hexadecatetraenoylcoa [m] --> 1.00 * 2,7,10,13-hexadecatetraenoylcoa [m]
ECI1",4.0,1
FAOXC165C164m,fatty acid beta oxidation (C16:5-->C16:4)m,Fatty acid oxidation,7010,,DECR1,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 2,4,7,10,13-hexadecapentenoylcoa [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3,7,10,13-hexadecatetraenoylcoa [m]
DECR1",4.0,1
FAOXC16C14m,fatty acid beta oxidation(C16-->C14)m,Fatty acid oxidation,7013,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Palmitoyl-CoA (n-C16:0CoA) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * Tetradecanoyl-CoA (n-C14:0CoA) [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC16C16OHm,fatty acid beta oxidation(C16-->C16OH)m,Fatty acid oxidation,7015,,ACADVL; HADHA,"1.00 * Water [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Palmitoyl-CoA (n-C16:0CoA) [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 3-hydroxyhexadecanoylcoa [m]
ACADVL; HADHA",4.0,2
FAOXC17C15m,fatty acid beta oxidation(C17-->C15)m,Fatty acid oxidation,7019,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * heptadecanoyl coa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * pentadecanoyl Coenzyme A [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC181C161m,fatty acid beta oxidation(C18:1-->C16:1)m,Fatty acid oxidation,7020,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * 11-octadecenoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * Hexadecenoyl-CoA (n-C16:1CoA) [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC181C181OHm,fatty acid beta oxidation(C18:1-->C18:1OH)m,Fatty acid oxidation,7022,,ACADVL; HADHA,"1.00 * Water [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * octadecenoylcoa [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 3-hydroxyoctadecenoylcoa [m]
ACADVL; HADHA",4.0,2
FAOXC182C162m,fatty acid beta oxidation(C18:2-->C16:2)m,Fatty acid oxidation,7023,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * linoleic coenzyme A [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 7,10-hexadecadienoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC182C182OHm,fatty acid beta oxidation(C18:2-->C18:2OH)m,Fatty acid oxidation,7024,,ACADVL; HADHA,"1.00 * Water [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * linoleic coenzyme A [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 3-hydroxyoctadecadienoylcoa [m]
ACADVL; HADHA",4.0,2
FAOXC183C163Gm,fatty acid beta oxidation(C18:3-->C16:3)gm,Fatty acid oxidation,7025,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * gamma-linolenoyl-CoA(4-) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 4,7,10-hexadecatrienoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC183C163m,fatty acid beta oxidation(C18:3-->C16:3)m,Fatty acid oxidation,7026,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * alpha-Linolenoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 7,10,13-hexadecatrienoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC184C163m,fatty acid beta oxidation (C18:4-->C16:3)m,Fatty acid oxidation,7027,,HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 2,6,9,12-octadecatetraenoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * 4,7,10-hexadecatrienoylcoa [m]
HADHA; HADHB",4.0,2
FAOXC184C164m,fatty acid beta oxidation(C18:4-->C16:4)m,Fatty acid oxidation,7029,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * stearidonyl coenzyme A [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 4,7,10,13-hexadecatetraenoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC184m,isomerization of (C18:4)m,Fatty acid oxidation,7031,,ECI1,"1.00 * 3,6,9,12-octadecatetraenoylcoa [m] --> 1.00 * 2,6,9,12-octadecatetraenoylcoa [m]
ECI1",4.0,1
FAOXC185C164m,fatty acid beta oxidation(C18:5-->C16:4)m,Fatty acid oxidation,7033,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 2,6,9,12,15-octadecapentenoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * 4,7,10,13-hexadecatetraenoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC185m,isomerization(C18:5)m,Fatty acid oxidation,7034,,ECI1,"1.00 * 3,6,9,12,15-octadecapentenoylcoa [m] --> 1.00 * 2,6,9,12,15-octadecapentenoylcoa [m]
ECI1",4.0,1
FAOXC18C18OHm,fatty acid beta oxidation(C18-->C18OH)m,Fatty acid oxidation,7035,,ACADVL; HADHA,"1.00 * Water [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * (S)-3-Hydroxyoctadecanoyl-CoA [m]
ACADVL; HADHA",4.0,2
FAOXC204C184m,fatty acid beta oxidation(C20:4-->C18:4)m,Fatty acid oxidation,7037,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * 5,8,11,14-eicosatetraenoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 3,6,9,12-octadecatetraenoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC205C185m,fatty acid beta oxidation(C20:5-->C18:5)m,Fatty acid oxidation,7040,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * 5,8,11,14,17-eicosapentenoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 3,6,9,12,15-octadecapentenoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC225C204m,fatty acid beta oxidation(C22:5-->C20:4)m,Fatty acid oxidation,7042,,HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 2,7,10,13,16-docosapentenoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * 5,8,11,14-eicosatetraenoylcoa [m]
HADHA; HADHB",4.0,2
FAOXC225C226m,fatty acid beta oxidation(C22:5-->C22:6)m,Fatty acid oxidation,7044,,ACADVL,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * docosa-4,7,10,13,16-pentaenoyl coenzyme A [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 2,4,7,10,13,16-docosahexenoylcoa [m]
ACADVL",4.0,1
FAOXC225m,isomerization(C22:5)m,Fatty acid oxidation,7046,,ECI1,"1.00 * 3,7,10,13,16-docosapentenoylcoa [m] --> 1.00 * 2,7,10,13,16-docosapentenoylcoa [m]
ECI1",4.0,1
FAOXC226C205m,fatty acid beta oxidation(C22:6-->C20:5)m,Fatty acid oxidation,7048,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 2,7,10,13,16,19-docosahexenoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * 5,8,11,14,17-eicosapentenoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXC226C225m,fatty acid beta oxidation(C22:6-->C22:5)m,Fatty acid oxidation,7049,,DECR1,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 2,4,7,10,13,16-docosahexenoylcoa [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3,7,10,13,16-docosapentenoylcoa [m]
DECR1",4.0,1
FAOXC226C227m,fatty acid beta oxidation(C22:6-->C22:7)m,Fatty acid oxidation,7051,,ACADVL,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * cervonyl coenzyme A [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 2,4,7,10,13,16,19-docosaheptenoylcoa [m]
ACADVL",4.0,1
FAOXC226m,isomerization(C22:6)m,Fatty acid oxidation,7052,,ECI1,"1.00 * 3,7,10,13,16,19-docosahexenoylcoa [m] --> 1.00 * 2,7,10,13,16,19-docosahexenoylcoa [m]
ECI1",4.0,1
FAOXC227C226m,fatty acid beta oxidation(C22:7-->C22:6)m,Fatty acid oxidation,7053,,DECR1,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 2,4,7,10,13,16,19-docosaheptenoylcoa [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3,7,10,13,16,19-docosahexenoylcoa [m]
DECR1",4.0,1
FAOXC3DC,malonylcoa-->malonylcarnitine,Fatty acid oxidation,7059,,CPT1A; CPT1B; CPT1C,"1.00 * Malonyl-CoA [c] + 1.00 * L-Carnitine [c] --> 1.00 * Coenzyme A [c] + 1.00 * malonyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0,3
FAOXC4C2m,fatty acid beta oxidation(C4-->C2)m,Fatty acid oxidation,7060,,ACAA2; ACADS; ECHS1; HADH,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Butanoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 2.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m]
ACAA2; ACADS; ECHS1; HADH",4.0,4
FAOXC4C4DCc,succ-->C4DCc,Fatty acid oxidation,7061,,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * Succinyl-CoA [c] --> 1.00 * Coenzyme A [c] + 1.00 * succinyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0,3
FAOXC5C3x,fatty acid beta oxidation(C5-->C3)m,Fatty acid oxidation,7062,,ACAA2; ACADS; ECHS1; HADH,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * pentanoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Propanoyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m]
ACAA2; ACADS; ECHS1; HADH",4.0,4
FAOXC5C5DCc,production of glutaryl carnitine,Fatty acid oxidation,7063,,CPT1A; CPT1B; CPT1C,"1.00 * proton [c] + 1.00 * L-Carnitine [c] + 1.00 * glutaryl-CoA(5-) [c] --> 1.00 * Coenzyme A [c] + 1.00 * glutaryl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0,3
FAOXC5OHc,(3-hydroxyisovalerylcoa-->3-hydroxyisovalerylcarnitine)c,Fatty acid oxidation,7065,,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * 3-hydroxyisovalerylcoa [c] --> 1.00 * Coenzyme A [c] + 1.00 * 3-hydroxy-isovaleryl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0,3
FAOXC61C4m,fatty acid beta oxidation(C6:1-->C4:0)m,Fatty acid oxidation,7066,,ACAA2; ECHS1; HADH,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * trans-Hex-2-enoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Butanoyl-CoA [m]
ACAA2; ECHS1; HADH",4.0,3
FAOXC61m,isomerization(C6:1)m,Fatty acid oxidation,7068,,ECI1,"1.00 * 3-hexenoylcoa [m] --> 1.00 * trans-Hex-2-enoyl-CoA [m]
ECI1",4.0,1
FAOXC6C4m,fatty acid beta oxidation(C6-->C4)m,Fatty acid oxidation,7070,,ACAA2; ACADM; ECHS1; HADH,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Hexanoyl-CoA (n-C6:0CoA) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * Butanoyl-CoA [m]
ACAA2; ACADM; ECHS1; HADH",4.0,4
FAOXC7C5m,fatty acid beta oxidation(C7-->C5)m,Fatty acid oxidation,7073,,ACAA2; ACADM; ECHS1; HADH,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * heptanoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * pentanoylcoa [m]
ACAA2; ACADM; ECHS1; HADH",4.0,4
FAOXC81C61m,fatty acid beta oxidation(C8:1-->C6:1)m,Fatty acid oxidation,7074,,ACAA2; ACADM; ECHS1; HADH,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * 5-octenoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 3-hexenoylcoa [m]
ACAA2; ACADM; ECHS1; HADH",4.0,4
FAOXC8C6m,fatty acid beta oxidation(C8-->C6)m,Fatty acid oxidation,7076,,ACAA2; ACADM; ECHS1; HADH,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Octanoyl-CoA (n-C8:0CoA) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * Hexanoyl-CoA (n-C6:0CoA) [m]
ACAA2; ACADM; ECHS1; HADH",4.0,4
FAOXC9C7m,fatty acid beta oxidation(C9-->C7)m,Fatty acid oxidation,7080,,ACAA2; ACADM; ECHS1; HADH,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * nonanoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * heptanoylcoa [m]
ACAA2; ACADM; ECHS1; HADH",4.0,4
FAOXOHC16C16DCc,fatty acid omega oxidation(w-OHC16-->C16DC)c,Fatty acid oxidation,7082,,ADH5; ALDH3A2,"1.00 * Water [c] + 2.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * w-hydroxypalmiticacid [c] --> 2.00 * proton [c] + 2.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * hexadecanediocacid [c]
ADH5; ALDH3A2",3.0,2
FAOXOHC22C22DCc,fatty acid omega oxidation(w-OHC22-->C22DC)c,Fatty acid oxidation,7083,,ADH5; ALDH3A2,"1.00 * Water [c] + 2.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * w-hydroxydocosanoicacid [c] --> 2.00 * proton [c] + 2.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * docosanedioicacid [c]
ADH5; ALDH3A2",4.0,2
FAOXOHMC10DC10c,fatty acid omega oxidation(w-OHMC10-->DC10)c,Fatty acid oxidation,7084,,ADH5; ALDH3A2,"1.00 * Water [c] + 2.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * w-hydroxydecanoicacid [c] --> 3.00 * proton [c] + 2.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * sebacicacid [c]
ADH5; ALDH3A2",4.0,2
FAOXTC101TC102m,fatty acid beta oxidation trans(C10:1-->C10:2)m,Fatty acid oxidation,7085,,ACADM,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * trans4decenoylcoa [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * cis2trans4decadienoylcoa [m]
ACADM",4.0,1
FAOXTC102C101m,fatty acid beta oxidation trans(C10:2-->C10:1)m,Fatty acid oxidation,7086,,DECR1,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * cis2trans4decadienoylcoa [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3-decenoylcoa [m]
DECR1",4.0,1
FAOXTC122TC101m,fatty acid beta oxidation trans(C12:2-->C10:1)m,Fatty acid oxidation,7087,,ACAA2; ECHS1; HADH,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * trans2,6dodecadienoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * trans4decenoylcoa [m]
ACAA2; ECHS1; HADH",4.0,3
FAOXTC122m,isomerization trans(C12:2)m,Fatty acid oxidation,7088,,ECI1,"1.00 * trans3,6dodecadienoylcoa [m] --> 1.00 * trans2,6dodecadienoylcoa [m]
ECI1",4.0,1
FAOXTC142TC122m,fatty acid beta oxidation trans(C14:2-->C12:2)m,Fatty acid oxidation,7089,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * trans5,8tetradecadienoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * trans3,6dodecadienoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXTC162TC142m,fatty acid beta oxidation trans(C16:2-->C14:2)m,Fatty acid oxidation,7090,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * trans7,10-hexadecadienoylcoa [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * trans5,8tetradecadienoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
FAOXTC182TC162m,fatty acid beta oxidation trans(C18:2-->C16:2)m,Fatty acid oxidation,7091,,ACADVL; HADHA; HADHB,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * linoelaidyl coenzyme A [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * trans7,10-hexadecadienoylcoa [m]
ACADVL; HADHA; HADHB",4.0,3
GLUTCOAACBP,transport of glutaryl-CoA(5-) from mitochondria into cytosol,Fatty acid oxidation,7093,,DBI,"1.00 * glutaryl-CoA(5-) [m] --> 1.00 * glutaryl-CoA(5-) [c]
DBI",3.0,1
HDCACBP,transport of (S)-3-Hydroxydecanoyl-CoA from mitochondria into the cytosol,Fatty acid oxidation,7094,,DBI,"1.00 * (S)-3-Hydroxydecanoyl-CoA [m] --> 1.00 * (S)-3-Hydroxydecanoyl-CoA [c]
DBI",3.0,1
HDDACBP,transport of (S)-3-Hydroxydodecanoyl-CoA from mitochondria into the cytosol,Fatty acid oxidation,7095,,DBI,"1.00 * (S)-3-Hydroxydodecanoyl-CoA [m] --> 1.00 * (S)-3-Hydroxydodecanoyl-CoA [c]
DBI",3.0,1
HDECAACBP,transport of 3-hydroxyhexadecanoylcoa from mitochondria into the cytosol,Fatty acid oxidation,7096,,DBI,"1.00 * 3-hydroxyhexadecanoylcoa [m] --> 1.00 * 3-hydroxyhexadecanoylcoa [c]
DBI",3.0,1
HDECEACBP,transport of 3-hydroxyhexadecenoylcoa from mitochondria into the cytosol,Fatty acid oxidation,7097,,DBI,"1.00 * 3-hydroxyhexadecenoylcoa [m] --> 1.00 * 3-hydroxyhexadecenoylcoa [c]
DBI",3.0,1
HEXCOAACBP,transport of Hexanoyl-CoA (n-C6:0CoA) from mitochondria into cytosol,Fatty acid oxidation,7099,,DBI,"1.00 * Hexanoyl-CoA (n-C6:0CoA) [m] --> 1.00 * Hexanoyl-CoA (n-C6:0CoA) [c]
DBI",3.0,1
HIVCACBP,transport of 3-hydroxyisovalerylcoa from mitochondria into the cytosol,Fatty acid oxidation,7104,,DBI,"1.00 * 3-hydroxyisovalerylcoa [m] --> 1.00 * 3-hydroxyisovalerylcoa [c]
DBI",3.0,1
