metabolite_id,metabolite_no_compartment,compartment,metabolite_name,degree,kegg_id,hmdb_id
dcmp[m],dcmp,[m],dCMP,1,C00239,HMDB01202
Rtotalcoa[x],Rtotalcoa,[x],R total Coenzyme A,1,NA,NA
m3gacpail_prot_hs[r],m3gacpail_prot_hs,[r],N/A,1,NA,NA
dmhptcoa[c],dmhptcoa,[c],"2,6 dimethylheptanoyl-CoA",1,NA,HMDB06258
lyxnt[c],lyxnt,[c],L-lyxonate,1,C05412,NA
xylnt[c],xylnt,[c],L-xylonate,1,C05411,NA
thrnt[c],thrnt,[c],L-threonate,1,C01620,NA
eryth[c],eryth,[c],L-erythrulose,1,C02045,HMDB06293
orn_D[x],orn_D,[x],D-ornithinium(1+),1,C00515,HMDB03374
5a2opntn[x],5a2opntn,[x],5-amino-2-oxopentanoic acid,1,C01110,HMDB06272
pro_D[x],pro_D,[x],D-proline,1,C00763,HMDB03411
1p2cbxl[x],1p2cbxl,[x],1-pyrroline-2-carboxylate,1,C03564,HMDB06875
b2coa[x],b2coa,[x],crotonoyl-CoA(4-),1,C00877,HMDB02009
e4hglu[c],e4hglu,[c],erythro-4-hydroxy-L-glutamate(1-),1,C05947,HMDB02273
4h2oglt[c],4h2oglt,[c],4-hydroxy-2-oxoglutarate(2-),1,C01127,HMDB02070
s2l2n2m2m[c],s2l2n2m2m,[c],de-Fuc form of PA6 (w/o peptide linkage),1,NA,NA
n2m2nm[c],n2m2nm,[c],n2m2nmasn (w/o peptide linkage),1,NA,NA
n2m2nmn[c],n2m2nmn,[c],reducing GlcNAc removed form of n2m2nmasn (w/o peptide),1,NA,NA
glc2man[g],glc2man,[g],"(2)[glucose-1,3]-mannose oligosaccharide",1,NA,NA
glc3man[g],glc3man,[g],"glucose-1,2-(2)[glucose-1,3]-mannose oligosaccharide",1,NA,NA
2ameph[c],2ameph,[c],(2-Aminoethyl)phosphonate,1,C03557,HMDB11747
cmp2amep[c],cmp2amep,[c],CMP-2-aminoethylphosphonate,1,C05673,NA
estriol[c],estriol,[c],estriol,1,C05141,HMDB00153
tdeACP[c],tdeACP,[c],cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),1,NA,NA
ttdcea[c],ttdcea,[c],tetradecenoate (n-C14:1),1,C08322,HMDB02000
hdeACP[c],hdeACP,[c],cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),1,NA,NA
ocdcaACP[c],ocdcaACP,[c],Octadecanoyl-ACP (n-C18:0ACP),1,NA,NA
octeACP[c],octeACP,[c],cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),1,NA,NA
lnlcACP[c],lnlcACP,[c],linoleic acid ACP (all cis),1,C16160,NA
lneldcACP[c],lneldcACP,[c],linoelaidic acid ACP (all trans),1,NA,NA
ocdcyaACP[c],ocdcyaACP,[c],Octadecynoyl-ACP (n-C18:2ACP),1,NA,NA
ocdcya[c],ocdcya,[c],octadecadienoate (n-C18:2),1,NA,NA
ggdp[c],ggdp,[c],"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3-)",1,C00353,HMDB04486
galt[c],galt,[c],galactitol,1,C01697,HMDB00107
gd3_hs[c],gd3_hs,[c],GD3,1,NA,NA
gt3_hs[c],gt3_hs,[c],GT3,1,NA,NA
3htmelys[m],3htmelys,[m],"3-Hydroxy-N6,N6,N6-trimethyl-L-lysine",1,C01259,HMDB01422
4tmeabut[m],4tmeabut,[m],4-trimethylammoniobutanal,1,C01149,HMDB01345
glcr[c],glcr,[c],D-glucarate(2-),1,C00818,HMDB00663
glac[m],glac,[m],"D-glucurono-6,3-lactone",1,C02670,HMDB06355
glcr[m],glcr,[m],D-glucarate(2-),1,C00818,HMDB00663
lgt_S[m],lgt_S,[m],(R)-S-lactoylglutathionate(1-),1,C03451,HMDB01066
alpa_hs[m],alpa_hs,[m],lysophosphatidic acid,1,NA,NA
hexccoa[m],hexccoa,[m],Hexacosanoyl-CoA (n-C26:0CoA),1,NA,HMDB06459
hmgcoa[r],hmgcoa,[r],Hydroxymethylglutaryl-CoA,1,C00356,HMDB01375
mev_R[r],mev_R,[r],(R)-mevalonate,1,C00418,HMDB00227
hpyr[m],hpyr,[m],3-hydroxypyruvate,1,C00168,HMDB01352
hxan[l],hxan,[l],Hypoxanthine,1,C00262,HMDB00157
im4ac[c],im4ac,[c],imidazol-4-ylacetate,1,C02835,HMDB02024
im4act[m],im4act,[m],imidazole-4-acetaldehyde,1,C05130,HMDB03905
im4ac[m],im4ac,[m],imidazol-4-ylacetate,1,C02835,HMDB02024
imp[m],imp,[m],IMP,1,C00130,HMDB00175
ins[l],ins,[l],Inosine,1,C00294,HMDB00195
ipdp[r],ipdp,[r],Isopentenyl diphosphate,1,C00129,HMDB01347
k[g],k,[g],potassium,1,C00238,HMDB00586
lald_D[m],lald_D,[m],(R)-lactaldehyde,1,C00937,HMDB06458
lald_L[m],lald_L,[m],(S)-lactaldehyde,1,C00424,HMDB03052
lcts[c],lcts,[c],Lactose,1,C00243,HMDB00186
Lcyst[m],Lcyst,[m],L-cysteate(1-),1,C57006,HMDB02757
lgnccoa[m],lgnccoa,[m],lignocericyl coenzyme A,1,C16529,HMDB06526
lum3[c],lum3,[c],Lumisterol 3,1,NA,HMDB06505
ACP[m],ACP,[m],acyl carrier protein,1,NA,NA
malACP[m],malACP,[m],Malonyl-[acyl-carrier protein],1,NA,NA
mi3456p[c],mi3456p,[c],"1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)",1,C04520,HMDB03848
2mcacn[c],2mcacn,[c],"(Z)-but-2-ene-1,2,3-tricarboxylate",1,C04225,HMDB06357
micit[c],micit,[c],"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate",1,C04593,HMDB06471
malttr[l],malttr,[l],maltotriose,1,C01835,HMDB01262
mmcoa_S[c],mmcoa_S,[c],(S)-methylmalonyl-CoA(5-),1,C00683,HMDB02310
mmcoa_S[x],mmcoa_S,[x],(S)-methylmalonyl-CoA(5-),1,C00683,HMDB02310
4aabutn[c],4aabutn,[c],4-acetamidobutanoate,1,C02946,HMDB03681
n4abutn[m],n4abutn,[m],4-acetamidobutanal,1,C05936,HMDB04226
4aabutn[m],4aabutn,[m],4-acetamidobutanoate,1,C02946,HMDB03681
adprbp[c],adprbp,[c],ADP-D-ribose 2'-phosphate(4-),1,C03246,HMDB06336
na1[g],na1,[g],Sodium,1,C01330,HMDB00588
didp[m],didp,[m],dIDP,1,C01344,HMDB03536
ditp[m],ditp,[m],dITP(4-),1,C01345,HMDB03537
idp[m],idp,[m],IDP(3-),1,C00104,HMDB03335
itp[m],itp,[m],ITP(3-),1,C00081,HMDB00189
nmn[m],nmn,[m],NMN,1,C00455,HMDB00229
nmptrc[c],nmptrc,[c],N-methylputrescinium(2+),1,C02723,HMDB03661
1mpyr[c],1mpyr,[c],1-methylpyrrolinium,1,C06178,NA
nicrnt[m],nicrnt,[m],Nicotinate D-ribonucleotide,1,C01185,HMDB01132
dnad[m],dnad,[m],Deamino-NAD+,1,C00857,HMDB01179
nrvnccoa[m],nrvnccoa,[m],nervonyl coenzyme A,1,C16532,NA
ump[l],ump,[l],UMP,1,C00105,HMDB00288
dcmp[l],dcmp,[l],dCMP,1,C00239,HMDB01202
dcyt[l],dcyt,[l],Deoxycytidine,1,C00881,HMDB00014
cmp[l],cmp,[l],CMP,1,C00055,HMDB00095
dtmp[l],dtmp,[l],dTMP,1,C00364,HMDB01227
damp[l],damp,[l],dAMP(2-),1,C00360,HMDB00905
dad_2[l],dad_2,[l],2-deoxyadenosine,1,C00559,HMDB00101
amp[l],amp,[l],AMP,1,C00020,HMDB00045
dgmp[l],dgmp,[l],dGMP,1,C00362,HMDB01044
dgsn[l],dgsn,[l],Deoxyguanosine,1,C00330,HMDB00085
gmp[l],gmp,[l],GMP,1,C00144,HMDB01397
xtp[c],xtp,[c],XTP,1,C00700,HMDB00293
hnifedipine[c],hnifedipine,[c],hydroxy nifedipine,1,NA,NA
whtststerone[r],whtststerone,[r],w hydroxy testosterone,1,C05294,HMDB06769
12harachd[r],12harachd,[r],12 hydroxy arachidonic acid,1,NA,HMDB06111
wharachd[r],wharachd,[r],w-hydroxyl arachidonic acid,1,C14748,HMDB02344
18harachd[r],18harachd,[r],18 hydroxy arachidonic acid,1,NA,HMDB06245
leuktrB4wcooh[r],leuktrB4wcooh,[r],w-carboxy leukotriene B4,1,C05950,HMDB06059
pcollg5hlys[c],pcollg5hlys,[c],erythro-5-hydroxy-L-lysinium(1+),1,C16741,HMDB00450
camp[g],camp,[g],"3',5'-cyclic AMP(1-)",1,C00575,HMDB00058
amp[g],amp,[g],AMP,1,C00020,HMDB00045
35cgmp[g],35cgmp,[g],"3',5'-cyclic GMP(1-)",1,C00942,HMDB01314
pecgoncoa[r],pecgoncoa,[r],Pseudoecgonyl-CoA,1,C12450,HMDB06403
prostge2[r],prostge2,[r],prostaglandin E2(1-),1,C00584,HMDB01220
2pglyc[c],2pglyc,[c],2-phosphonatoglycolate(3-),1,C00988,HMDB00816
phpyr[m],phpyr,[m],keto-phenylpyruvate,1,C00166,HMDB00205
pail4p_hs[r],pail4p_hs,[r],1-phosphatidyl-1D-myo-inositol 4-phosphate(3-),1,NA,NA
pail34p_hs[r],pail34p_hs,[r],"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)",1,NA,NA
pepslys[r],pepslys,[r],peptide sans lysine,1,NA,NA
pnto_R[m],pnto_R,[m],(R)-Pantothenate,1,C00864,HMDB00210
4ppan[m],4ppan,[m],D-4'-Phosphopantothenate,1,C03492,HMDB01016
2hyoxplac[c],2hyoxplac,[c],2-Hydroxyphenylacetate,1,C05852,HMDB00669
akg[r],akg,[r],2-Oxoglutarate,1,C00026,HMDB00208
pro_L[r],pro_L,[r],L-proline,1,C00148,HMDB00162
4hpro_LT[r],4hpro_LT,[r],trans-4-hydroxy-L-proline,1,C01157,HMDB00725
succ[r],succ,[r],Succinate,1,C00042,HMDB00254
pro_D[l],pro_D,[l],D-proline,1,C00763,HMDB03411
prpncoa[x],prpncoa,[x],acryloyl-CoA(4-),1,C00894,HMDB02307
3hpcoa[x],3hpcoa,[x],3-hydroxypropanoyl-CoA(4-),1,C05668,HMDB06807
adrn[x],adrn,[x],adrenic acid,1,C16527,HMDB02226
pyam5p[m],pyam5p,[m],Pyridoxamine 5'-phosphate,1,C00647,HMDB01555
pydx5p[m],pydx5p,[m],Pyridoxal 5'-phosphate,1,C00018,HMDB01491
pylald[c],pylald,[c],perillyl aldehyde,1,C02576,HMDB03647
peracd[c],peracd,[c],Perillic acid,1,C11924,HMDB04586
pylald[m],pylald,[m],perillyl aldehyde,1,C02576,HMDB03647
peracd[m],peracd,[m],Perillic acid,1,C11924,HMDB04586
quln[c],quln,[c],quinolinate(2-),1,C03722,HMDB00232
retn[n],retn,[n],all-trans-retinoate,1,C00777,HMDB01852
rbl_D[c],rbl_D,[c],D-ribulose,1,C00309,HMDB00621
retncoa[c],retncoa,[c],retinoyl CoA,1,NA,HMDB06508
fald[x],fald,[x],formaldehyde,1,C00067,HMDB01426
dtt[c],dtt,[c],"1,4-dithiothreitol",1,C00265,HMDB13593
dttOX[c],dttOX,[c],"trans-1,2-dithiane-4,5-diol",1,C01119,NA
selnp[c],selnp,[c],Selenophosphate,1,C05172,HMDB03840
hxdcal[r],hxdcal,[r],hexadecanal,1,C00517,HMDB01551
l2n2m2mn[c],l2n2m2mn,[c],"de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)",1,NA,NA
sl_L[m],sl_L,[m],(S)-3-sulfonatolactate(2-),1,C11499,NA
R1coa_hs[r],R1coa_hs,[r],R group 1 Coenzyme A,1,NA,NA
R2coa_hs[r],R2coa_hs,[r],R group 2 Coenzyme A,1,NA,NA
thbpt[n],thbpt,[n],"5,6,7,8-tetrahydrobiopterin",1,C00272,HMDB00027
f5hoxkyn[c],f5hoxkyn,[c],Formyl-5-hydroxykynurenamine,1,C05647,HMDB12948
nmthsrtn[c],nmthsrtn,[c],N-Methylserotonin,1,C06212,HMDB04369
estrones[r],estrones,[r],estrone 3-sulfate(1-),1,C02538,HMDB01425
t2m26dcoa[m],t2m26dcoa,[m],"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",1,C11945,HMDB06530
t2m26dcoa[x],t2m26dcoa,[x],"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",1,C11945,HMDB06530
T4hcinnm[c],T4hcinnm,[c],trans-4-coumarate,1,C00811,HMDB02035
34dhcinm[c],34dhcinm,[c],trans-caffeate,1,C01197,HMDB03501
dtdprmn[c],dtdprmn,[c],dTDP-L-rhamnose,1,C03319,HMDB06354
tetpent3coa[m],tetpent3coa,[m],"tetracosapentaenoyl coenzyme A, n-3",1,C16167,NA
tetpent6coa[m],tetpent6coa,[m],"tetracosapentaenoyl coenzyme A, n-6",1,C16172,NA
tettet6coa[m],tettet6coa,[m],tetracosatetraenoyl coenzyme A,1,C16171,HMDB06516
thm[m],thm,[m],Thiamin,1,C00378,HMDB00235
phom[c],phom,[c],O-phosphonato-L-homoserine(2-),1,C01102,HMDB03484
tre[c],tre,[c],Trehalose,1,C01083,HMDB00975
ts3[c],ts3,[c],Tachysterol 3,1,C07711,HMDB06560
udpg[g],udpg,[g],UDPglucose,1,C00029,HMDB00286
udpacgal[r],udpacgal,[r],UDP-N-acetyl-D-galactosamine(2-),1,C00203,HMDB00304
ahandrostan[r],ahandrostan,[r],3alpha-hydroxy-5beta-androstan-17-one,1,C04373,HMDB00490
whtststerone[c],whtststerone,[c],w hydroxy testosterone,1,C05294,HMDB06769
xol7ah2[r],xol7ah2,[r],"5beta-cholestane-3alpha,7alpha-diol",1,C05452,HMDB06893
xoldiolone[m],xoldiolone,[m],"7alpha,12alpha-Dihydroxycholest-4-en-3-one",1,C17339,HMDB02197
Ser_Gly_Ala_X_Gly[r],Ser_Gly_Ala_X_Gly,[r],protein-linked serine residue (glycosaminoglycan attachment site),1,NA,NA
HC02119[c],HC02119,[c],Adenosylmethioninamine-potential,1,NA,NA
HC00832[c],HC00832,[c],L-Fuculose,1,C01721,NA
HC01797[c],HC01797,[c],Activated_methyl_group,1,C10905,NA
lanost[x],lanost,[x],lanosterol,1,C01724,HMDB01251
dhcholoylcoa[m],dhcholoylcoa,[m],"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",1,C05447,HMDB06895
HC00005[r],HC00005,[r],ApoB100,1,NA,NA
HC00009[r],HC00009,[r],ApoE,1,NA,NA
HC00004[r],HC00004,[r],ApoA1,1,NA,NA
HC00006[r],HC00006,[r],ApoC1,1,NA,NA
HC00007[r],HC00007,[r],ApoC2,1,NA,NA
HC00008[r],HC00008,[r],ApoC3,1,NA,NA
cdpchol[r],cdpchol,[r],CDPcholine,1,C00307,HMDB01413
HC02020[l],HC02020,[l],Cholesterol-ester-palm,1,C11251,HMDB00885
HC02022[l],HC02022,[l],Cholesterol-ester-stea,1,NA,NA
HC02023[l],HC02023,[l],Cholesterol-ester-ol,1,NA,NA
HC02024[l],HC02024,[l],Cholesterol-ester-lin,1,NA,NA
HC02027[l],HC02027,[l],Cholesterol-ester-arach,1,NA,NA
HC02029[c],HC02029,[c],1-Acylglycerol-3P-palm,1,NA,NA
HC02030[c],HC02030,[c],1-Acylglycerol-3P-palmn,1,NA,NA
HC02031[c],HC02031,[c],1-Acylglycerol-3P-stea,1,NA,NA
HC02032[c],HC02032,[c],1-Acylglycerol-3P-ol,1,NA,NA
HC02033[c],HC02033,[c],1-Acylglycerol-3P-lin,1,NA,NA
HC02036[c],HC02036,[c],1-Acylglycerol-3P-arach,1,NA,NA
HC02111[c],HC02111,[c],ATP-energy,1,NA,NA
HC02111[m],HC02111,[m],ATP-energy,1,NA,NA
HC02112[r],HC02112,[r],NADH-redox-potential,1,NA,NA
HC02112[c],HC02112,[c],NADH-redox-potential,1,NA,NA
HC02112[m],HC02112,[m],NADH-redox-potential,1,NA,NA
HC02112[x],HC02112,[x],NADH-redox-potential,1,NA,NA
HC02113[r],HC02113,[r],NADPH-redox-potential,1,NA,NA
HC02113[c],HC02113,[c],NADPH-redox-potential,1,NA,NA
HC02113[m],HC02113,[m],NADPH-redox-potential,1,NA,NA
HC02113[x],HC02113,[x],NADPH-redox-potential,1,NA,NA
HC02114[c],HC02114,[c],FADH-redox-potential,1,NA,NA
HC02115[m],HC02115,[m],Proton-gradient,1,NA,NA
HC02115[c],HC02115,[c],Proton-gradient,1,NA,NA
HC02116[c],HC02116,[c],activated-sulphur,1,NA,NA
HC00005[l],HC00005,[l],ApoB100,1,NA,NA
HC00009[l],HC00009,[l],ApoE,1,NA,NA
HC02223[m],HC02223,[m],mitoACP,1,NA,NA
HC02154[c],HC02154,[c],GM4-pool,1,NA,NA
C01241[c],C01241,[c],Phosphatidyl-N-methylethanolamine,1,NA,NA
C01241[m],C01241,[m],Phosphatidyl-N-methylethanolamine,1,NA,NA
C01241[r],C01241,[r],Phosphatidyl-N-methylethanolamine,1,NA,NA
glcn[c],glcn,[c],D-gluconate,1,C00257,HMDB00625
ocdca[m],ocdca,[m],octadecanoate (n-C18:0),1,C01530,HMDB00827
ocdca[x],ocdca,[x],octadecanoate (n-C18:0),1,C01530,HMDB00827
dtmp[n],dtmp,[n],dTMP,1,C00364,HMDB01227
trdrd[n],trdrd,[n],Reduced thioredoxin,1,C00342,NA
trdox[n],trdox,[n],Oxidized thioredoxin,1,C00343,NA
CE2421[c],CE2421,[c],(3S)-3-hydroxylinoleoyl-CoA,1,NA,HMDB12477
CE0713[c],CE0713,[c],3-oxolinoleoyl-CoA,1,NA,NA
C10164[c],C10164,[c],Picolinic acid,1,C10164,HMDB02243
CE2242[c],CE2242,[c],trans-docos-2-enoyl-CoA,1,NA,NA
CE2242[n],CE2242,[n],trans-docos-2-enoyl-CoA,1,NA,NA
malcoa[n],malcoa,[n],Malonyl-CoA,1,C00083,HMDB01175
CE2253[n],CE2253,[n],3-oxotetracosanoyl-CoA,1,NA,NA
CE2253[c],CE2253,[c],3-oxotetracosanoyl-CoA,1,NA,NA
arach[m],arach,[m],arachidate,1,C06425,HMDB02212
arach[x],arach,[x],arachidate,1,C06425,HMDB02212
CE2254[c],CE2254,[c],docosanoyl-CoA,1,C16528,HMDB12930
C08281[c],C08281,[c],behenate,1,C08281,HMDB00944
CE2254[m],CE2254,[m],docosanoyl-CoA,1,C16528,HMDB12930
C08281[m],C08281,[m],behenate,1,C08281,HMDB00944
CE2254[x],CE2254,[x],docosanoyl-CoA,1,C16528,HMDB12930
C08281[x],C08281,[x],behenate,1,C08281,HMDB00944
CE2257[m],CE2257,[m],tetracosanoyl-CoA,1,C16529,HMDB06526
lgnc[m],lgnc,[m],lignocerate,1,C08320,HMDB02003
lgnc[x],lgnc,[x],lignocerate,1,C08320,HMDB02003
pmtcoa[l],pmtcoa,[l],Palmitoyl-CoA (n-C16:0CoA),1,C00154,HMDB01338
malcoa[l],malcoa,[l],Malonyl-CoA,1,C00083,HMDB01175
co2[l],co2,[l],carbon dioxide,1,C00011,HMDB01967
3ohodcoa[l],3ohodcoa,[l],3-Oxooctadecanoyl-CoA,1,C16216,HMDB06498
3ohodcoa[c],3ohodcoa,[c],3-Oxooctadecanoyl-CoA,1,C16216,HMDB06498
CE2248[c],CE2248,[c],3-hydroxyoctadecanoyl-CoA,1,C16217,HMDB12715
CE2248[r],CE2248,[r],3-hydroxyoctadecanoyl-CoA,1,C16217,HMDB12715
CE2248[n],CE2248,[n],3-hydroxyoctadecanoyl-CoA,1,C16217,HMDB12715
stcoa[n],stcoa,[n],Stearoyl-CoA (n-C18:0CoA),1,C00412,HMDB01114
CE2011[c],CE2011,[c],hypothiocyanite,1,NA,HMDB12974
tcynt[l],tcynt,[l],thiocyanate,1,C01755,HMDB01453
CE2011[l],CE2011,[l],hypothiocyanite,1,NA,HMDB12974
CE2011[m],CE2011,[m],hypothiocyanite,1,NA,HMDB12974
tcynt[n],tcynt,[n],thiocyanate,1,C01755,HMDB01453
CE2011[n],CE2011,[n],hypothiocyanite,1,NA,HMDB12974
CE1936[c],CE1936,[c],spermine dialdehyde,1,NA,HMDB13076
CE1936[x],CE1936,[x],spermine dialdehyde,1,NA,HMDB13076
CE1787[c],CE1787,[c],1-deoxy-1-(N6-lysino)-D-fructose,1,NA,NA
CE2846[c],CE2846,[c],fructoselysine 3-phosphate,1,NA,NA
CE2847[c],CE2847,[c],fructoseglycine,1,NA,NA
CE2848[c],CE2848,[c],fructoseglycine ketone 3-phosphate,1,NA,NA
CE2870[g],CE2870,[g],"3,3'-diiodo-L-thyronine 4'-O-sulfate",1,NA,NA
CE2866[g],CE2866,[g],"3,3'-diiodo-L-thyronine",1,NA,NA
CE2870[r],CE2870,[r],"3,3'-diiodo-L-thyronine 4'-O-sulfate",1,NA,NA
CE2873[c],CE2873,[c],"3',5'-diiodo-L-thyronine 4'-O-sulfate",1,NA,NA
CE2873[g],CE2873,[g],"3',5'-diiodo-L-thyronine 4'-O-sulfate",1,NA,NA
CE2872[g],CE2872,[g],"3',5'-diiodo-L-thyronine",1,NA,NA
CE2873[r],CE2873,[r],"3',5'-diiodo-L-thyronine 4'-O-sulfate",1,NA,NA
CE2875[c],CE2875,[c],3'-monoiodo-L-thyronine 4'-O-sulfate,1,NA,NA
CE2874[c],CE2874,[c],3'-monoiodo-L-thyronine,1,NA,NA
CE2875[g],CE2875,[g],3'-monoiodo-L-thyronine 4'-O-sulfate,1,NA,NA
CE2874[g],CE2874,[g],3'-monoiodo-L-thyronine,1,NA,NA
CE2875[r],CE2875,[r],3'-monoiodo-L-thyronine 4'-O-sulfate,1,NA,NA
CE2874[r],CE2874,[r],3'-monoiodo-L-thyronine,1,NA,NA
CE2876[c],CE2876,[c],"3',5'-diiodo-L-thyronine-beta-D-glucuronoside",1,NA,NA
CE2876[r],CE2876,[r],"3',5'-diiodo-L-thyronine-beta-D-glucuronoside",1,NA,NA
CE2877[c],CE2877,[c],"3,5,3',5'-tetraiodo-L-thyronine-beta-D-glucuronoside",1,NA,NA
thyox_L[r],thyox_L,[r],L-thyroxine,1,C01829,HMDB00248
CE2877[r],CE2877,[r],"3,5,3',5'-tetraiodo-L-thyronine-beta-D-glucuronoside",1,NA,NA
CE2754[c],CE2754,[c],"3,3',5' - triiodothyronine",1,NA,NA
CE2878[c],CE2878,[c],"3,3',5'-triiodo-L-thyronine-beta-D-glucuronoside",1,NA,NA
CE2754[r],CE2754,[r],"3,3',5' - triiodothyronine",1,NA,NA
CE2878[r],CE2878,[r],"3,3',5'-triiodo-L-thyronine-beta-D-glucuronoside",1,NA,NA
CE2879[c],CE2879,[c],"3,5,3'-triiodo-L-thyronine-beta-D-glucuronoside",1,NA,NA
triodthy[r],triodthy,[r],"3,3',5-triiodo-L-thyronine",1,C02465,HMDB00265
CE2879[r],CE2879,[r],"3,5,3'-triiodo-L-thyronine-beta-D-glucuronoside",1,NA,NA
CE2880[c],CE2880,[c],"3,3'-diiodo-L-thyronine-beta-D-glucuronoside",1,NA,NA
CE2880[r],CE2880,[r],"3,3'-diiodo-L-thyronine-beta-D-glucuronoside",1,NA,NA
CE2881[c],CE2881,[c],"3,5,3',5'-tetraiodothyroacetate",1,NA,NA
CE2885[c],CE2885,[c],"3,5,3',5'-tetraiodothyroacetate-beta-D-glucuronoside",1,NA,NA
CE2881[r],CE2881,[r],"3,5,3',5'-tetraiodothyroacetate",1,NA,NA
CE2885[r],CE2885,[r],"3,5,3',5'-tetraiodothyroacetate-beta-D-glucuronoside",1,NA,NA
CE2882[c],CE2882,[c],"3,3',5'-triiodothyroacetate",1,NA,NA
CE2886[c],CE2886,[c],"3,3',5'-triiodothyroacetate-beta-D-glucuronoside",1,NA,NA
CE2882[r],CE2882,[r],"3,3',5'-triiodothyroacetate",1,NA,NA
CE2886[r],CE2886,[r],"3,3',5'-triiodothyroacetate-beta-D-glucuronoside",1,NA,NA
CE2883[c],CE2883,[c],"3,5,3'-triiodothyroacetate",1,NA,NA
CE2887[c],CE2887,[c],"3,5,3'-triiodothyroacetate-beta-D-glucuronoside",1,NA,NA
CE2883[r],CE2883,[r],"3,5,3'-triiodothyroacetate",1,NA,NA
CE2887[r],CE2887,[r],"3,5,3'-triiodothyroacetate-beta-D-glucuronoside",1,NA,NA
CE2884[c],CE2884,[c],"3',5'-diiodothyroacetate",1,NA,NA
CE2888[c],CE2888,[c],"3',5'-diiodothyroacetate-beta-D-glucuronoside",1,NA,NA
CE2884[r],CE2884,[r],"3',5'-diiodothyroacetate",1,NA,NA
CE2888[r],CE2888,[r],"3',5'-diiodothyroacetate-beta-D-glucuronoside",1,NA,NA
CE2915[c],CE2915,[c],beta-casomorphin,1,NA,NA
CE4722[c],CE4722,[c],beta-casomorphin (1-6),1,NA,NA
CE2916[c],CE2916,[c],neocasomorphin,1,NA,NA
CE4723[c],CE4723,[c],neocasomorphin (1-5),1,NA,NA
CE2917[c],CE2917,[c],apelin-13,1,NA,HMDB12894
CE4724[c],CE4724,[c],apelin (1-12),1,NA,NA
malthp[c],malthp,[c],maltoheptaose,1,NA,HMDB13000
CE2839[c],CE2839,[c],maltodecaose,1,NA,HMDB12999
CE2838[c],CE2838,[c],maltononaose,1,NA,HMDB13001
CE1950[c],CE1950,[c],cyanosulfurous acid anion,1,NA,HMDB12916
cynt[c],cynt,[c],Cyanate,1,C01417,HMDB02078
CE1950[l],CE1950,[l],cyanosulfurous acid anion,1,NA,HMDB12916
cynt[l],cynt,[l],Cyanate,1,C01417,HMDB02078
so3[l],so3,[l],Sulfite,1,C00094,HMDB00240
CE1950[n],CE1950,[n],cyanosulfurous acid anion,1,NA,HMDB12916
cynt[n],cynt,[n],Cyanate,1,C01417,HMDB02078
so3[n],so3,[n],Sulfite,1,C00094,HMDB00240
C01836[c],C01836,[c],Neurotensin,1,NA,NA
CE2862[c],CE2862,[c],neurotensin 1-10,1,NA,HMDB13023
CE2863[c],CE2863,[c],neurotensin 11-13,1,NA,HMDB13024
C01836[m],C01836,[m],Neurotensin,1,NA,NA
CE2862[m],CE2862,[m],neurotensin 1-10,1,NA,HMDB13023
CE2863[m],CE2863,[m],neurotensin 11-13,1,NA,HMDB13024
CE2858[c],CE2858,[c],dynorphin A 1-8,1,NA,HMDB12933
CE2890[c],CE2890,[c],dynorphin A (6-8),1,NA,HMDB12932
CE2891[c],CE2891,[c],dynorphin B,1,NA,HMDB12938
CE4753[c],CE4753,[c],dynorphin B (10-13),1,NA,HMDB12936
CE4754[c],CE4754,[c],dynorphin B (6-9),1,NA,HMDB12937
CE0737[c],CE0737,[c],malonic dialdehyde,1,C19440,HMDB06112
CE1243[c],CE1243,[c],12S-HHT,1,NA,HMDB12535
17ahprgstrn[m],17ahprgstrn,[m],17alpha-hydroxyprogesterone,1,C01176,HMDB00374
andrstndn[m],andrstndn,[m],"androst-4-ene-3,17-dione",1,C00280,HMDB00053
CE1352[c],CE1352,[c],17alpha-hydroxypregnenolone sulfate,1,NA,HMDB00416
CE1352[g],CE1352,[g],17alpha-hydroxypregnenolone sulfate,1,NA,HMDB00416
17ahprgnlone[g],17ahprgnlone,[g],17alpha-hydroxypregnenolone,1,C05138,HMDB00363
CE1352[l],CE1352,[l],17alpha-hydroxypregnenolone sulfate,1,NA,HMDB00416
17ahprgnlone[l],17ahprgnlone,[l],17alpha-hydroxypregnenolone,1,C05138,HMDB00363
CE1352[r],CE1352,[r],17alpha-hydroxypregnenolone sulfate,1,NA,HMDB00416
chsterols[g],chsterols,[g],cholesterol sulfate,1,C18043,HMDB00653
chsterols[l],chsterols,[l],cholesterol sulfate,1,C18043,HMDB00653
chsterols[r],chsterols,[r],cholesterol sulfate,1,C18043,HMDB00653
