reaction_no_direction,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
r2412,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * Ornithine [c] + 1.00 * L-citrulline [m] --> 1.00 * proton [m] + 1.00 * Ornithine [m] + 1.00 * L-citrulline [c]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2413,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-citrulline [m] + 1.00 * L-histidine [c] --> 1.00 * proton [m] + 1.00 * L-citrulline [c] + 1.00 * L-histidine [m]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2416,Mitochondrial Carrier (MC) TCDB:2.A.29.19.1,"1.00 * proton [c] + 1.00 * L-histidine [m] --> 1.00 * proton [m] + 1.00 * L-histidine [c]
SLC25A2",SLC25A2,"Transport, mitochondrial",N/A,0
r2419,Mitochondrial Carrier (MC) TCDB:2.A.29.2.7,"1.00 * 2-Oxoglutarate [c] + 1.00 * hydrogenphosphate [m] --> 1.00 * hydrogenphosphate [c] + 1.00 * 2-Oxoglutarate [m]
SLC25A10",SLC25A10,"Transport, mitochondrial",N/A,0
r2420,Mitochondrial Carrier (MC) TCDB:2.A.29.2.7,"1.00 * hydrogenphosphate [m] + 1.00 * oxalate(2-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * oxalate(2-) [m]
SLC25A10",SLC25A10,"Transport, mitochondrial",N/A,0
r2425,Mitochondrial Carrier (MC) TCDB:2.A.29.16.1,"1.00 * ADP [m] + 1.00 * dGDP [c] --> 1.00 * ADP [c] + 1.00 * dGDP [m]
SLC25A19",SLC25A19,"Transport, mitochondrial",N/A,0
r2433,Mitochondrial Carrier (MC) TCDB:2.A.29.8.3,"1.00 * O-acetylcarnitine [c] + 1.00 * L-Carnitine [m] --> 1.00 * O-acetylcarnitine [m] + 1.00 * L-Carnitine [c]
SLC25A20",SLC25A20,"Transport, mitochondrial",N/A,0
r2434,Mitochondrial Carrier (MC) TCDB:2.A.29.8.3,"1.00 * L-Carnitine [m] + 1.00 * L-Octanoylcarnitine [c] --> 1.00 * L-Carnitine [c] + 1.00 * L-Octanoylcarnitine [m]
SLC25A20",SLC25A20,"Transport, mitochondrial",N/A,0
r2435,Mitochondrial Carrier (MC) TCDB:2.A.29.8.3,"1.00 * L-Carnitine [m] + 1.00 * L-palmitoylcarnitine [c] --> 1.00 * L-Carnitine [c] + 1.00 * L-palmitoylcarnitine [m]
SLC25A20",SLC25A20,"Transport, mitochondrial",N/A,0
r2436,Mitochondrial Carrier (MC) TCDB:2.A.29.8.3,"1.00 * L-Carnitine [m] + 1.00 * L-Oleoylcarnitine [c] --> 1.00 * L-Carnitine [c] + 1.00 * L-Oleoylcarnitine [m]
SLC25A20",SLC25A20,"Transport, mitochondrial",N/A,0
r2437,Mitochondrial Carrier (MC) TCDB:2.A.29.8.3,"1.00 * L-Carnitine [m] + 1.00 * O-Propanoylcarnitine [c] --> 1.00 * L-Carnitine [c] + 1.00 * O-Propanoylcarnitine [m]
SLC25A20",SLC25A20,"Transport, mitochondrial",N/A,0
r2438,Mitochondrial Carrier (MC) TCDB:2.A.29.8.3,"1.00 * L-Carnitine [m] + 1.00 * O-Butanoylcarnitine [c] --> 1.00 * L-Carnitine [c] + 1.00 * O-Butanoylcarnitine [m]
SLC25A20",SLC25A20,"Transport, mitochondrial",N/A,0
r2439,"Zinc (Zn2+)-Iron (Fe2+) Permease (ZIP), TCDB:2.A.53.2.2","1.00 * Bicarbonate [c] + 1.00 * sulfate [e] --> 1.00 * Bicarbonate [e] + 1.00 * sulfate [c]
SLC26A1",SLC26A1,"Transport, extracellular",N/A,0
r2443,Proposed Fatty Acid Transporter (FAT) TCDB:4.C.1.1.5,"1.00 * caprate [e] --> 1.00 * caprate [c]
No genes",NA,"Transport, extracellular",N/A,0
r2444,Proposed Fatty Acid Transporter (FAT) TCDB:4.C.1.1.5,"1.00 * laurate [e] --> 1.00 * laurate [c]
No genes",NA,"Transport, extracellular",N/A,0
r2447,Concentrative Nucleoside Transporter (CNT) TCDB:2.A.41.2.3,"1.00 * Sodium [e] + 1.00 * Deoxyuridine [e] --> 1.00 * Sodium [c] + 1.00 * Deoxyuridine [c]
SLC28A1; SLC28A3",SLC28A1; SLC28A3,"Transport, extracellular",N/A,0
r2449,Concentrative Nucleoside Transporter (CNT) TCDB:2.A.41.2.4,"1.00 * Sodium [e] + 1.00 * Deoxyinosine [e] --> 1.00 * Sodium [c] + 1.00 * Deoxyinosine [c]
SLC28A2; SLC28A3",SLC28A2; SLC28A3,"Transport, extracellular",N/A,0
r2465,Cation Diffusion Facilitator (CDF) TCDB:2.A.4.2.3,"1.00 * Zinc [c] --> 1.00 * Zinc [e]
SLC30A1",SLC30A1,"Transport, extracellular",N/A,0
r2471,Major Facilitator(MFS) TCDB:2.A.18.8.1,"1.00 * proton [e] + 1.00 * L-serine [e] --> 1.00 * proton [c] + 1.00 * L-serine [c]
SLC36A1",SLC36A1,"Transport, extracellular",N/A,0
r2472,Major Facilitator(MFS) TCDB:2.A.1.4.7,"1.00 * hydrogenphosphate [m] + 1.00 * Glycerol 3-phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * Glycerol 3-phosphate [m]
SLC37A1",SLC37A1,"Transport, mitochondrial",N/A,0
r2473,Major Facilitator(MFS) TCDB:2.A.1.4.5,"1.00 * hydrogenphosphate [r] + 1.00 * D-Glucose 6-phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * D-Glucose 6-phosphate [r]
SLC37A4",SLC37A4,"Transport, endoplasmic reticular",N/A,0
r2482,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * histamium [c] + 1.00 * glutathionyl-leuc4 [e] --> 1.00 * Bicarbonate [c] + 1.00 * histamium [e] + 1.00 * glutathionyl-leuc4 [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2483,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * histamium [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] --> 1.00 * Bicarbonate [c] + 1.00 * histamium [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2484,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * histamium [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e] --> 1.00 * Bicarbonate [c] + 1.00 * histamium [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2485,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * Norepinephrine [c] + 1.00 * glutathionyl-leuc4 [e] --> 1.00 * Bicarbonate [c] + 1.00 * Norepinephrine [e] + 1.00 * glutathionyl-leuc4 [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2486,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * Norepinephrine [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] --> 1.00 * Bicarbonate [c] + 1.00 * Norepinephrine [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2487,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * Norepinephrine [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e] --> 1.00 * Bicarbonate [c] + 1.00 * Norepinephrine [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2488,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * serotonin(1+) [c] + 1.00 * glutathionyl-leuc4 [e] --> 1.00 * Bicarbonate [c] + 1.00 * serotonin(1+) [e] + 1.00 * glutathionyl-leuc4 [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2489,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * serotonin(1+) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] --> 1.00 * Bicarbonate [c] + 1.00 * serotonin(1+) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2490,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * serotonin(1+) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e] --> 1.00 * Bicarbonate [c] + 1.00 * serotonin(1+) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2491,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * acetylcholine [c] + 1.00 * glutathionyl-leuc4 [e] --> 1.00 * Bicarbonate [c] + 1.00 * acetylcholine [e] + 1.00 * glutathionyl-leuc4 [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2492,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * acetylcholine [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] --> 1.00 * Bicarbonate [c] + 1.00 * acetylcholine [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2493,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * acetylcholine [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e] --> 1.00 * Bicarbonate [c] + 1.00 * acetylcholine [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2494,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * dopaminium(1+) [c] + 1.00 * glutathionyl-leuc4 [e] --> 1.00 * Bicarbonate [c] + 1.00 * dopaminium(1+) [e] + 1.00 * glutathionyl-leuc4 [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2495,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * dopaminium(1+) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] --> 1.00 * Bicarbonate [c] + 1.00 * dopaminium(1+) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2496,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"1.00 * Bicarbonate [e] + 1.00 * dopaminium(1+) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e] --> 1.00 * Bicarbonate [c] + 1.00 * dopaminium(1+) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c]
SLCO1A1",SLCO1A1,"Transport, extracellular",N/A,0
r2497,ATP-binding Cassette (ABC) TCDB:3.A.1.203.3,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * arachidonate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * arachidonate [x]
ABCD1",ABCD1,"Transport, peroxisomal",N/A,0
r2498,ATP-binding Cassette (ABC) TCDB:3.A.1.203.3,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * Hexadecanoate (n-C16:0) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Hexadecanoate (n-C16:0) [x]
ABCD1",ABCD1,"Transport, peroxisomal",N/A,0
r2499,ATP-binding Cassette (ABC) TCDB:3.A.1.203.3,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * Propanoyl-CoA [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Propanoyl-CoA [x]
ABCD1",ABCD1,"Transport, peroxisomal",N/A,0
r2501,ATP-binding Cassette (ABC) TCDB:3.A.1.203.3,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * choloyl-CoA(4-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * choloyl-CoA(4-) [x]
ABCD1",ABCD1,"Transport, peroxisomal",N/A,0
r2502,ATP-binding Cassette (ABC) TCDB:3.A.1.203.3,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * linoleic coenzyme A [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * linoleic coenzyme A [x]
ABCD1",ABCD1,"Transport, peroxisomal",N/A,0
r2503,ATP-binding Cassette (ABC) TCDB:3.A.1.203.3,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * arachidonoyl-CoA(4-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * arachidonoyl-CoA(4-) [x]
ABCD1",ABCD1,"Transport, peroxisomal",N/A,0
r2505,ATP-binding Cassette (ABC) TCDB:3.A.1.208.8,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate [e]
ABCC1",ABCC1,"Transport, endoplasmic reticular",N/A,0
r2506,Utilized transport,"1.00 * hydrogenphosphate [c] + 1.00 * Sodium [c] --> 1.00 * hydrogenphosphate [r] + 1.00 * Sodium [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2507,Utilized transport,"1.00 * arachidonate [c] + 1.00 * L-Carnitine [r] --> 1.00 * L-Carnitine [c] + 1.00 * arachidonate [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2508,Utilized transport,"1.00 * L-Carnitine [r] + 1.00 * Hexadecanoate (n-C16:0) [c] --> 1.00 * L-Carnitine [c] + 1.00 * Hexadecanoate (n-C16:0) [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2509,Utilized transport,"1.00 * L-Carnitine [r] + 1.00 * octadecenoate (n-C18:1) [c] --> 1.00 * L-Carnitine [c] + 1.00 * octadecenoate (n-C18:1) [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2510,Utilized transport,"1.00 * L-Carnitine [r] + 1.00 * stearidonic acid C18:4, n-3 [c] --> 1.00 * L-Carnitine [c] + 1.00 * stearidonic acid C18:4, n-3 [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2511,Utilized transport,"1.00 * L-Carnitine [r] + 1.00 * linoleate [c] --> 1.00 * L-Carnitine [c] + 1.00 * linoleate [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2512,Utilized transport,"1.00 * L-Carnitine [c] + 1.00 * gamma-linolenate [r] --> 1.00 * L-Carnitine [r] + 1.00 * gamma-linolenate [c]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2513,Utilized transport,"1.00 * L-Carnitine [c] + 1.00 * alpha-linolenate [r] --> 1.00 * L-Carnitine [r] + 1.00 * alpha-linolenate [c]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2514,Utilized transport,"1.00 * L-Carnitine [r] + 1.00 * Hexadecenoate (n-C16:1) [c] --> 1.00 * L-Carnitine [c] + 1.00 * Hexadecenoate (n-C16:1) [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2515,Utilized transport,"1.00 * L-Carnitine [c] + 1.00 * Dihomo-gamma-linolenate [r] --> 1.00 * L-Carnitine [r] + 1.00 * dihomo-gamma-linolenic acid (n-6) [c]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2516,Major Facilitator(MFS) TCDB:2.A.1.13.1,"1.00 * proton [x] + 1.00 * (S)-lactate [x] --> 1.00 * proton [c] + 1.00 * (S)-lactate [c]
SLC16A1",SLC16A1,"Transport, peroxisomal",N/A,0
r2517,ATP-binding Cassette (ABC) TCDB:3.A.1.203.1,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate [x]
ABCD3",ABCD3,"Transport, peroxisomal",N/A,0
r2518,ATP-binding Cassette (ABC) TCDB:3.A.1.203.1,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 3alpha,7alpha-Dihydroxy-5beta-cholestanate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 3alpha,7alpha-Dihydroxy-5beta-cholestanate [x]
ABCD3",ABCD3,"Transport, peroxisomal",N/A,0
r2519,Utilized transport,"1.00 * UDP-D-glucuronate [c] --> 1.00 * UDP-D-glucuronate [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2520,Mitochondrial Carrier (MC) TCDB:2.A.29.2.1,"1.00 * 2-Oxoglutarate [m] + 1.00 * Reduced glutathione [c] --> 1.00 * 2-Oxoglutarate [c] + 1.00 * Reduced glutathione [m]
SLC25A11",SLC25A11,"Transport, mitochondrial",N/A,0
r2521,Utilized transport,"1.00 * Diphosphate [c] + 1.00 * hydrogenphosphate [r] --> 1.00 * hydrogenphosphate [c] + 1.00 * Diphosphate [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2525,Major Facilitator(MFS) TCDB:2.A.1.44.1,"1.00 * L-glutamine [e] --> 1.00 * L-glutamine [c]
SLC43A1",SLC43A1,"Transport, extracellular",N/A,0
r2526,Major Facilitator(MFS) TCDB:2.A.1.44.1,"1.00 * L-serine [e] --> 1.00 * L-serine [c]
SLC43A1",SLC43A1,"Transport, extracellular",N/A,0
r2532,Major Facilitator(MFS) TCDB:2.A.1.44.1,"1.00 * L-asparagine [e] --> 1.00 * L-asparagine [c]
SLC43A1",SLC43A1,"Transport, extracellular",N/A,0
r2534,Major Facilitator(MFS) TCDB:2.A.1.44.1,"1.00 * L-threonine [e] --> 1.00 * L-threonine [c]
SLC43A1",SLC43A1,"Transport, extracellular",N/A,0
r2535,Major Facilitator(MFS) TCDB:2.A.1.44.1,"1.00 * L-homoserine [e] --> 1.00 * L-homoserine [c]
SLC43A1",SLC43A1,"Transport, extracellular",N/A,0
r2537,Utilized transport,"1.00 * gamma-linolenoyl-CoA(4-) [c] --> 1.00 * gamma-linolenoyl-CoA(4-) [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2538,Utilized transport,"1.00 * dihomo-gamma-linolenyl coenzyme A [c] --> 1.00 * dihomo-gamma-linolenyl coenzyme A [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,0
r2539,Postulated transport reaction,"1.00 * L-2-aminoadipate(1-) [m] + 1.00 * L-allysine [c] --> 1.00 * L-2-aminoadipate(1-) [c] + 1.00 * L-allysine [m]
No genes",NA,"Transport, mitochondrial",N/A,0
EX_no2(e),Nitrite exchange,"1.00 * Nitrite [e] --> ϕ
No genes",NA,Exchange/demand reaction,N/A,1
EX_so3(e),Sulfite exchange,"1.00 * Sulfite [e] --> ϕ
No genes",NA,Exchange/demand reaction,N/A,1
EX_sprm(e),EX_sprm(e),"1.00 * spermine(4+) [e] --> ϕ
No genes",NA,Exchange/demand reaction,N/A,1
RE0066C,RE0066,"1.00 * S-Adenosyl-L-methionine [c] + 1.00 * Phosphatidyl-N-methylethanolamine [c] --> 2.00 * proton [c] + 1.00 * S-Adenosyl-L-homocysteine [c] + 1.00 * Phosphatidyl-N-dimethylethanolamine [c]
No genes",NA,Glycerophospholipid metabolism,2.1.1.17,0
RE0066M,RE0066,"1.00 * S-Adenosyl-L-methionine [m] + 1.00 * Phosphatidyl-N-methylethanolamine [m] --> 2.00 * proton [m] + 1.00 * S-Adenosyl-L-homocysteine [m] + 1.00 * Phosphatidyl-N-dimethylethanolamine [m]
PEMT",PEMT,Glycerophospholipid metabolism,2.1.1.17,0
RE0066R,RE0066,"1.00 * S-Adenosyl-L-methionine [r] + 1.00 * Phosphatidyl-N-methylethanolamine [r] --> 1.00 * S-Adenosyl-L-homocysteine [r] + 2.00 * proton [r] + 1.00 * Phosphatidyl-N-dimethylethanolamine [r]
PEMT",PEMT,Glycerophospholipid metabolism,2.1.1.17,0
RE0124C,RE0124,"1.00 * ATP [c] + 1.00 * D-gluconate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 6-Phospho-D-gluconate [c]
No genes",NA,Pentose phosphate pathway,2.3.1.57,0
RE0344C,RE0344,"1.00 * Water [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * octadecanoate (n-C18:0) [c]
ACOT2; ACOT6; BAAT",ACOT2; ACOT6; BAAT,Fatty acid synthesis,3.1.2.2,0
RE0344M,RE0344,"1.00 * Water [m] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [m] --> 1.00 * proton [m] + 1.00 * Coenzyme A [m] + 1.00 * octadecanoate (n-C18:0) [m]
ACOT2; ACOT7",ACOT2; ACOT7,Fatty acid synthesis,3.1.2.2,0
RE0344X,RE0344,"1.00 * Water [x] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [x] --> 1.00 * proton [x] + 1.00 * Coenzyme A [x] + 1.00 * octadecanoate (n-C18:0) [x]
ACOT4; ACOT8; BAAT",ACOT4; ACOT8; BAAT,Fatty acid synthesis,3.1.2.2,0
RE0383C,RE0383,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * L-gulonate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * D-glucuronate [c]
AKR1A1",AKR1A1,Miscellaneous,1.1.1.2,0
RE0452M,RE0452,"1.00 * dATP [m] + 1.00 * dTMP [m] --> 1.00 * dADP [m] + 1.00 * dTDP [m]
No genes",NA,Pyrimidine synthesis,2.7.4.9,0
RE0452N,RE0452,"1.00 * dATP [n] + 1.00 * dTMP [n] --> 1.00 * dADP [n] + 1.00 * dTDP [n]
No genes",NA,Pyrimidine synthesis,2.7.4.9,0
RE0453C,RE0453,"1.00 * dATP [c] + 1.00 * dTDP [c] --> 1.00 * dADP [c] + 1.00 * dTTP [c]
No genes",NA,Pyrimidine synthesis,2.7.4.6,0
RE0453M,RE0453,"1.00 * dATP [m] + 1.00 * dTDP [m] --> 1.00 * dADP [m] + 1.00 * dTTP [m]
NME4",NME4,Pyrimidine synthesis,2.7.4.6,0
RE0453N,RE0453,"1.00 * dATP [n] + 1.00 * dTDP [n] --> 1.00 * dADP [n] + 1.00 * dTTP [n]
GM20390; NME2",GM20390; NME2,Pyrimidine synthesis,2.7.4.6,0
RE0456M,RE0456,"1.00 * UTP [m] + 1.00 * Reduced thioredoxin [m] --> 1.00 * Water [m] + 1.00 * dUTP [m] + 1.00 * Oxidized thioredoxin [m]
No genes",NA,Pyrimidine synthesis,1.17.4.1,0
RE0456N,RE0456,"1.00 * UTP [n] + 1.00 * Reduced thioredoxin [n] --> 1.00 * Water [n] + 1.00 * dUTP [n] + 1.00 * Oxidized thioredoxin [n]
RRM2B",RRM2B,Pyrimidine synthesis,1.17.4.1,0
RE0512C,RE0512,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * (3S)-3-hydroxylinoleoyl-CoA [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 3-oxolinoleoyl-CoA [c]
No genes",NA,Fatty acid oxidation,1.1.1.35,0
RE0512M,RE0512,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (3S)-3-hydroxylinoleoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-oxolinoleoyl-CoA [m]
EHHADH; HADH; HADHA; HADHB; HSD17B10; HSD17B4",EHHADH; HADH; HADHA; HADHB; HSD17B10; HSD17B4,Fatty acid oxidation,1.1.1.35,0
RE0512X,RE0512,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * (3S)-3-hydroxylinoleoyl-CoA [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * 3-oxolinoleoyl-CoA [x]
EHHADH; HSD17B4",EHHADH; HSD17B4,Fatty acid oxidation,1.1.1.35,0
RE0549C,RE0549,"1.00 * 2-aminomuconate 6-semialdehyde(1-) [c] --> 1.00 * Water [c] + 1.00 * proton [c] + 1.00 * Picolinic acid [c]
No genes",NA,Tryptophan metabolism,N/A,0
RE0565C,RE0565,"1.00 * proton [c] + 1.00 * Malonyl-CoA [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 1.00 * carbon dioxide [c] + 1.00 * Coenzyme A [c] + 1.00 * 3-oxoeicosanoyl-CoA [c]
ELOVL2; ELOVL4; ELOVL5; ELOVL6",ELOVL2; ELOVL4; ELOVL5; ELOVL6,Fatty acid synthesis,N/A,0
RE0566C,RE0566,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 3-oxoeicosanoyl-CoA [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 3-hydroxyeicosanoyl-CoA [c]
No genes",NA,Fatty acid synthesis,N/A,0
RE0567C,RE0567,"1.00 * 3-hydroxyeicosanoyl-CoA [c] --> 1.00 * Water [c] + 1.00 * trans-eicos-2-enoyl-CoA [c]
No genes",NA,Fatty acid synthesis,N/A,0
RE0568C,RE0568,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * trans-eicos-2-enoyl-CoA [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * arachidyl coenzyme A [c]
RPL14",RPL14,Fatty acid synthesis,N/A,0
RE0569C,RE0569,"1.00 * proton [c] + 1.00 * Malonyl-CoA [c] + 1.00 * arachidyl coenzyme A [c] --> 1.00 * carbon dioxide [c] + 1.00 * Coenzyme A [c] + 1.00 * 3-oxodocosanoyl-CoA [c]
ELOVL2; ELOVL4; ELOVL5; ELOVL6",ELOVL2; ELOVL4; ELOVL5; ELOVL6,Fatty acid synthesis,N/A,0
RE0569E,RE0569,"1.00 * proton [e] + 1.00 * Malonyl-CoA [e] + 1.00 * arachidyl coenzyme A [e] --> 1.00 * carbon dioxide [e] + 1.00 * Coenzyme A [e] + 1.00 * 3-oxodocosanoyl-CoA [e]
LOXL2",LOXL2,Fatty acid synthesis,N/A,0
