rxn_code_nodirection,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence
r2246,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5161,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene B4(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene B4(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2247,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5162,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene B4(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene B4(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2248,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5163,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene E4(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene E4(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2249,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5164,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene E4(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene E4(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2250,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5165,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene E4(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene E4(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2251,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5166,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene F4 [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene F4 [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2252,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5167,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene F4 [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene F4 [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2253,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5168,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * leukotriene F4 [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * leukotriene F4 [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2254,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5169,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * mono(glucosyluronic acid)bilirubin(2-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * mono(glucosyluronic acid)bilirubin(2-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2255,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5170,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * mono(glucosyluronic acid)bilirubin(2-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * mono(glucosyluronic acid)bilirubin(2-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2256,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5171,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * mono(glucosyluronic acid)bilirubin(2-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * mono(glucosyluronic acid)bilirubin(2-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2257,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5172,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin A1(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin A1(1-) [c]
SLCO1B2",0
r2258,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5173,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin A1(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin A1(1-) [c]
SLCO1B2",0
r2259,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5174,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin A1(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin A1(1-) [c]
SLCO1B2",0
r2260,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5175,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin-a2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin-a2 [c]
SLCO1B2",0
r2261,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5176,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin-a2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin-a2 [c]
SLCO1B2",0
r2262,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5177,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin-a2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin-a2 [c]
SLCO1B2",0
r2263,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5178,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin-b1 [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin-b1 [c]
SLCO1B2",0
r2264,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5179,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin-b1 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin-b1 [c]
SLCO1B2",0
r2265,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5180,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin-b1 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin-b1 [c]
SLCO1B2",0
r2266,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5181,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin-b2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin-b2 [c]
SLCO1B2",0
r2267,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5182,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin-b2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin-b2 [c]
SLCO1B2",0
r2268,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5183,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin-b2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin-b2 [c]
SLCO1B2",0
r2269,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5184,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin C1(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin C1(1-) [c]
SLCO1B2",0
r2270,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5185,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin C1(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin C1(1-) [c]
SLCO1B2",0
r2271,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5186,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin C1(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin C1(1-) [c]
SLCO1B2",0
r2272,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5187,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin-c2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin-c2 [c]
SLCO1B2",0
r2273,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5188,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin-c2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin-c2 [c]
SLCO1B2",0
r2274,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5189,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin-c2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin-c2 [c]
SLCO1B2",0
r2275,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5190,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin-d1 [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin-d1 [c]
SLCO1B2",0
r2276,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5191,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin-d1 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin-d1 [c]
SLCO1B2",0
r2277,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5192,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin-d1 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin-d1 [c]
SLCO1B2",0
r2278,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5193,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin D2(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin D2(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2279,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5194,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin D2(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin D2(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2280,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5195,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin D2(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin D2(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2281,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5196,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin-d3 [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin-d3 [c]
SLCO1B2",0
r2282,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5197,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin-d3 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin-d3 [c]
SLCO1B2",0
r2283,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5198,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin-d3 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin-d3 [c]
SLCO1B2",0
r2284,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5199,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin E1(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin E1(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2285,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5200,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin E1(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin E1(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2286,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5201,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin E1(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin E1(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2287,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5202,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin-e3 [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin-e3 [c]
SLCO1B2",0
r2288,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5203,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin-e3 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin-e3 [c]
SLCO1B2",0
r2289,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5204,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin-e3 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin-e3 [c]
SLCO1B2",0
r2290,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5205,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin-f1alpha [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin-f1alpha [c]
SLCO1B2",0
r2291,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5206,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin-f1alpha [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin-f1alpha [c]
SLCO1B2",0
r2292,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5207,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin-f1alpha [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin-f1alpha [c]
SLCO1B2",0
r2293,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5208,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin F2alpha(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin F2alpha(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2294,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5209,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin F2alpha(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin F2alpha(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2295,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5210,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin F2alpha(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin F2alpha(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2296,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5211,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin-f2beta [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin-f2beta [c]
SLCO1B2",0
r2297,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5212,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin-f2beta [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin-f2beta [c]
SLCO1B2",0
r2298,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5213,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin-f2beta [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin-f2beta [c]
SLCO1B2",0
r2299,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5214,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * glutathionyl-leuc4 [c] + 1.00 * prostaglandin-g2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * glutathionyl-leuc4 [e] + 1.00 * prostaglandin-g2 [c]
SLCO1B2",0
r2300,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5215,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] + 1.00 * prostaglandin-g2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e] + 1.00 * prostaglandin-g2 [c]
SLCO1B2",0
r2301,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5216,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * S-glutathionyl-ethacrynic-acid [c] + 1.00 * prostaglandin-g2 [e] --> 1.00 * Bicarbonate [e] + 1.00 * S-glutathionyl-ethacrynic-acid [e] + 1.00 * prostaglandin-g2 [c]
SLCO1B2",0
r2302,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5217,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin H2(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin H2(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2303,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5218,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin H2(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin H2(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2304,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5219,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin H2(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin H2(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2305,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5220,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin I2(1-) [e] + 1.00 * glutathionyl-leuc4 [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin I2(1-) [c] + 1.00 * glutathionyl-leuc4 [e]
SLCO1B2",0
r2306,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5221,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin I2(1-) [e] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin I2(1-) [c] + 1.00 * S-glutathionyl-2-4-dinitrobenzene [e]
SLCO1B2",0
r2307,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",5222,N/A,SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin I2(1-) [e] + 1.00 * S-glutathionyl-ethacrynic-acid [c] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin I2(1-) [c] + 1.00 * S-glutathionyl-ethacrynic-acid [e]
SLCO1B2",0
r2308,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5223,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * histamium [e] --> 1.00 * Bicarbonate [e] + 1.00 * Reduced glutathione [e] + 1.00 * histamium [c]
SLCO1A1",0
r2309,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5224,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * Norepinephrine [e] --> 1.00 * Bicarbonate [e] + 1.00 * Norepinephrine [c] + 1.00 * Reduced glutathione [e]
SLCO1A1",0
r2310,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5225,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * serotonin(1+) [e] --> 1.00 * Bicarbonate [e] + 1.00 * serotonin(1+) [c] + 1.00 * Reduced glutathione [e]
SLCO1A1",0
r2311,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5226,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * acetylcholine [e] + 1.00 * Reduced glutathione [c] --> 1.00 * Bicarbonate [e] + 1.00 * acetylcholine [c] + 1.00 * Reduced glutathione [e]
SLCO1A1",0
r2312,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14,"Transport, extracellular",5227,N/A,SLCO1A1,"1.00 * Bicarbonate [c] + 1.00 * Reduced glutathione [c] + 1.00 * dopaminium(1+) [e] --> 1.00 * Bicarbonate [e] + 1.00 * dopaminium(1+) [c] + 1.00 * Reduced glutathione [e]
SLCO1A1",0
r2313,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2,"Transport, extracellular",5228,N/A,SLCO2A1,"1.00 * Bicarbonate [c] + 1.00 * arachidonate [e] + 1.00 * Reduced glutathione [c] --> 1.00 * Bicarbonate [e] + 1.00 * arachidonate [c] + 1.00 * Reduced glutathione [e]
SLCO2A1",0
